country			state			city			zip code			address			name			phone			features
USA 			OH			Cincinnati			45246			11700 Princeton Road,,			Macy's Tri-County Mall			513-782-2395			BRIDAL,MATTRESS,BOPS
USA 			OH			Cincinnati			45202			505 Vine Street,,			Macy's Fountain Place			513-361-4200			BOPS
USA 			OH			Cincinnati			45236			7800 Montgomery Road,Sycamore Plaza,			Macy's Kenwood Furniture Gallery			513-745-8980			FURNITURE_GALLERY,MATTRESS
USA 			OH			Cincinnati			45236			7875 Montgomery Road,,			Macy's Kenwood Towne Center			513-247-6400			PERSONAL_SHOPPER,BRIDAL,BOPS
USA 			OH			Dayton			45459			2700 Miamisburg-Centerville Rd.,,			Macy's Dayton			937-439-2152			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			IN			Fort Wayne			46805			4201 Coldwater Road,,			Macy's Glenbrook Shopping Center			260-484-1561			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			CA			San Francisco			94102-2202			170 O'Farrell Street,,			Macy's Union Square			415-397-3333			PERSONAL_SHOPPER,VISITOR_CENTER,RESTAURANT,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			CA			San Francisco			94132-1905			1 Stonestown Mall,,			Macy's Stonestown Galleria			415-753-4000			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			CA			Daly City			94015-2345			1 Serramonte Center,,			Macy's Serramonte Center			650-994-3333			FURNITURE_GALLERY,MATTRESS,BOPS
USA 			CA			Corte Madera			94925-1201			1400 Redwood Highway,,			Macy's The Village at Corte Madera			415-927-3333			PERSONAL_SHOPPER,BOPS
USA 			CA			Richmond			94806-1913			2500 Hilltop Mall Road,,			Macy's Hilltop Mall			510-222-3333			MATTRESS,BOPS
USA 			CA			San Rafael			94903-3629			1000 Northgate Dr,,			Macy's The Mall at Northgate			415-499-5200			PERSONAL_SHOPPER,BRIDAL,BOPS
USA 			CA			Walnut Creek			94596-5129			1301 Broadway Plaza,,			Macy's Broadway Plaza			925-279-3333			PERSONAL_SHOPPER,BRIDAL,BOPS
USA 			CA			Novato			94945-5003			100 Vintage Way,,			Macy's Novato Furniture Store			415-892-3333			BRIDAL,FURNITURE_GALLERY,MATTRESS
USA 			CA			Concord			94520-5801			341 Sun Valley Mall,,			Macy's Sun Valley Shopping Center			925-689-3333			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			OH			Columbus			43221			3180 Kingsdale Center,,			Macy's Kingsdale Center Mall			614-459-6494			BOPS
USA 			OH			Columbus			43232			4141 Refugee Road,,			Macy's Eastland Furniture			614-860-1621			FURNITURE_GALLERY,MATTRESS
USA 			OH			Columbus			43232			2727 South Hamilton Road,,			Macy's Eastland Mall			614-863-6907			BOPS,HAS_EVENTS
USA 			OH			Columbus			43219			4141 Easton Loop E,,			Macy's Easton Town Center			614-342-2300			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			OH			Dublin			43016			5033 Tuttle Crossing Blvd.,,			Macy's Tuttle Crossing at Hayden Run			614-726-3690			FURNITURE_GALLERY,MATTRESS,BOPS
USA 			OH			Columbus			43016			5123 Tuttle Crossing Blvd.,,			Macy's Tuttle Crossing			614-760-1200			PERSONAL_SHOPPER,BRIDAL,BOPS,HAS_EVENTS
USA 			OH			Dublin			43016			5700 Britton Parkway,,			Macy's Tuttle Furniture			614-718-1100			FURNITURE_GALLERY,MATTRESS
USA 			OH			Columbus			43240			1300 Polaris Parkway,,			Macy's Polaris Fashion Place			614-880-6300			BRIDAL,MATTRESS,BOPS
USA 			OH			Springfield			45504			1475 Upper Valley Pike,,			Macy's Upper Valley Mall			937-328-5900			FURNITURE_GALLERY,MATTRESS,BOPS
USA 			OH			Beavercreek			45431			2727 Fairfield Commons Blvd,,			Macy's Fairfield Commons			937-320-2312			BRIDAL,MATTRESS,BOPS
USA 			OH			Mansfield			44906			655 Richland Mall,,			Macy's Richland Mall			419-529-2411			MATTRESS,BOPS
USA 			OH			Lima			45805			2600 Elida Road,,			Macy's Lima Mall			419-331-0321			RESTAURANT,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			TX			Fort Worth			76116			2000 Green Oaks Road,,			Macy's Ridgmar			817-570-2400			FURNITURE_GALLERY,MATTRESS,BOPS
USA 			NC			Charlotte			28211			4400 Sharon Road,,			Macy's SouthPark Mall			704-365-1000			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			NC			Charlotte			28216			6845 Northlake Mall Drive,,			Macy's Northlake Mall			704-599-8137			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			NC			Pineville			28134			11001 Carolina Place Pkwy.,,			Macy's Carolina Place			704-542-7800			MATTRESS,BOPS
USA 			NC			Winston-Salem			27103			3320 Silas Creek Pkwy.,,			Macy's Hanes Mall			336-768-6330			BRIDAL,MATTRESS,BOPS
USA 			NC			Greensboro			27407			5410 Hornaday Road,,			Macy's Wendover			336-856-0854			BOPS
USA 			SC			Columbia			29223			7201-100 Two Notch Road,,			Macy's Columbia Mall			803-699-2100			FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			NC			Greensboro			27408			700 Friendly Center Road,,			Macy's Friendly Center			336-855-7711			BRIDAL,BOPS
USA 			SC			Greenville			29607			700 Haywood Road,,			Macy's Haywood Mall			864-297-2020			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			NC			Fayetteville			28303			100 Cross Creek Mall,,			Macy's Cross Creek Mall			910-864-1550			BRIDAL,MATTRESS,BOPS
USA 			NC			South Durham			27713			6910 Fayetteville Road suite 300,,			Macy's The Streets of South Point			919-361-7039			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			NC			Durham			27701			1058 West Club Blvd.,,			Macy's Northgate Mall			919-286-9770			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			NC			Cary			27511			1105 Walnut Street,,			Macy's Cary Town Center			919-460-9001			BOPS
USA 			NC			Raleigh			27612			4325 Glenwood Avenue,,			Macy's Crabtree Valley Mall			919-510-8700			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			NC			Raleigh			27616			3801 Sumner Blvd.,,			Macy's Triangle Town Center			919-760-1856			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			GA			Augusta			30909			3450 Wrightsboro Road,,			Macy's Augusta Mall			706-731-5020			BRIDAL,MATTRESS,BOPS
USA 			MI			Dearborn			48126			18900 Michigan Avenue,,			Macy's Fairlane			313-436-7600			MATTRESS,BOPS
USA 			MI			Harper Woods			48225			18000 Vernier Rd,,			Macy's Eastland			313.245.2200			FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MI			Southfield			48075			21500 Northwestern Highway,,			Macy's Northland			248-443-6000			FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MI			Taylor			48180			23000 Eureka Road,,			Macy's Southland			734-374-5030			RESTAURANT,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MI			Troy			48083			500 W 14 Mile Road,,			Macy's Oakland			248-597-2200			PERSONAL_SHOPPER,RESTAURANT,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MI			Troy			48084			2750 West Big Beaver Road,,			Macy's Somerset			248-816-4000			PERSONAL_SHOPPER,RESTAURANT,BRIDAL,BOPS,HAS_EVENTS
USA 			MI			Westland			48185			35000 West Warren Avenue,,			Macy's Westland			734-458-5400			RESTAURANT,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MI			Sterling Heights			48313			14200 Lakeside Circle,,			Macy's Lakeside			586-566-2800			PERSONAL_SHOPPER,RESTAURANT,BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			MI			Novi			48377			27550 Novi Road,,			Macy's Twelve Oaks			248-344-6800			PERSONAL_SHOPPER,RESTAURANT,BRIDAL,MATTRESS,BOPS
USA 			MI			Ann Arbor			48104			700 Briarwood Circle,,			Macy's Ann Arbor			734-998-5000			PERSONAL_SHOPPER,BRIDAL,BOPS,HAS_EVENTS
USA 			OH			Toledo			43623			5001 Monroe Street,,			Macy's Toledo			419-479-2300			BRIDAL,MATTRESS,BOPS
USA 			MI			Ft Gratiot			48059			4440 24th Avenue,,			Macy's Port Huron			810-385-2400			BOPS
USA 			MI			Flint			48507			4600 Miller Raod,,			Macy's Flint			810-230-5700			RESTAURANT,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			OH			Sandusky			44870			4314 Milan Road,,			Macy's Sandusky Mall			419-627-1000			BRIDAL,BOPS
USA 			MI			Okemos			48864			1982 W Grand River,,			Macy's East Lansing			517-347-4400			PERSONAL_SHOPPER,BRIDAL,BOPS,HAS_EVENTS
USA 			TX			El Paso			79912			750 Sunland Park Drive,,			Macy's Sunland Park Mall			915-225-4006			BOPS
USA 			TX			El Paso			79925			8401 Gateway West,,			Macy's Cielo Vista Mall			915-225-6200			BRIDAL,BOPS
USA 			TN			Memphis			38117			Oak Court,4545 Poplar,			Macy's Oak Court			901-766-4199			PERSONAL_SHOPPER,RESTAURANT,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			TN			Memphis			38116			Southland Mall,1300 Southland Mall,			Macy's Southland Mall			901-348-1267			MATTRESS,BOPS
USA 			TN			Bartlett			38133			2840 Germantown Parkway,,			Macy's Wolfchase Galleria			901-937-2600			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			TN			Collierville			38017			4660 Merchants Park Circle,,			Macy's Carriage Crossing			901-861-5520			BOPS
USA 			TN			Jackson			38305			2021 North Highland Avenue,,			Macy's Old Hickory Mall			731-668-6291			BRIDAL,MATTRESS,BOPS
USA 			MO			Cape Girardeau			63701			100 West Park Mall,,			Macy's Cape Girardeau			573-335-8595			BRIDAL,BOPS
USA 			IL			Carbondale			62901			1237 East Main,,			Macy's University Mall			618-529-4400			BRIDAL,BOPS
USA 			TN			Franklin			37067			1790 Galleria Blvd.,,			Macy's Cool Springs			615-771-2100			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			TN			Nashville			37215			3813 Hillsboro Pike,,			Macy's Green Hills			615-383-3300			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			MA			Boston			02111			450 Washington Street,,			Macy's Boston			617-357-3000			PERSONAL_SHOPPER,MATTRESS,BRIDAL,BOPS,HAS_EVENTS
USA 			MA			Cambridge			02141			100 Cambridgeside Pl,Cambridgeside Galleria,			Macy's Cambridge			617-621-3800			BRIDAL,BOPS
USA 			MA			Saugus			01906			1277 Broadway Route 1,,			Macy's Square One Mall (Saugus)			781-231-8400			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MA			Braintree			02184-2804			250 Granite Street,South Shore Plaza,			Macy's South Shore Mall			781-848-3800			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MA			Burlington			01803-5310			1300 Middlesex Turnpike,Burlington Mall,			Macy's Burlington			781-272-6000			PERSONAL_SHOPPER,MATTRESS,BRIDAL,BOPS
USA 			MA			Peabody			01960-0065			210 Andover St.,,			Macy's North Shore Mall			978-531-3800			PERSONAL_SHOPPER,MATTRESS,BRIDAL,FURNITURE_GALLERY,BOPS
USA 			MA			Natick			01760-1515			1245 Worcester Road,,			Macy's Natick			508-653-3800			PERSONAL_SHOPPER,MATTRESS,BRIDAL,BOPS,HAS_EVENTS
USA 			MA			Framingham			01701-5359			1 Worcester Road,Shoppers World,			Macy's Framingham Furniture Gallery			508-650-6025			FURNITURE_GALLERY,MATTRESS
USA 			MA			Brockton			02301-1810			200 Westgate Drive,,			Macy's Westgate			508-583-0700			BOPS
USA 			MA			Hanover			02339			1775 Washington Street,,			Macy's Hanover Mall			781-829-2200			FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MA			Marlborough			01752			601 Donald Lynch Blvd,,			Macy's Marlborough			508-303-3800			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			NH			Salem			03079-2900			85 Rockingham Park Blvd,,			Macy's Salem			603-890-3800			PERSONAL_SHOPPER,BRIDAL,BOPS
USA 			NH			Nashua			03060-5730			310 Daniel Webster Hwy.,Pheasant Lane Mall,			Macy's Nashua			603-891-3800			BRIDAL,BOPS
USA 			MA			Kingston			02364			101 Independence Mall Way,,			Macy's Independence Mall			781-585-1400			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MA			North Attleboro			02760			1029 South Washington Street,Emerald Square,			Macy's Attleboro			508-699-0220			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			WA			Seattle			98181			1601 Third Avenue,,			Macy's Downtown Seattle			206-506-6000			RESTAURANT,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			WA			Bellevue			98004			400 Bellevue Square,,			Macy's Bellevue Square			425-688-6000			PERSONAL_SHOPPER,BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			WA			Seattle			98125			401 NE Northgate Way # 602,,			Macy's Northgate Mall			206-440-6000			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			WA			Redmond			98052			15340 N.E. 24th Street,,			Macy's Redmond Furniture Gallery			425-688-6850			FURNITURE_GALLERY,MATTRESS
USA 			WA			Tukwila			98188			500 South Center Mall,,			Macy's Southcenter Mall			(425) 656-6000			BRIDAL,MATTRESS,BOPS
USA 			WA			Redmond			98052			7400 166th Ave NE,,			Macy's Redmond Town Center			425-498-6000			BRIDAL,BOPS
USA 			WA			Tukwila			98188			17750 Southcenter Pkwy.,,			Macy's Tukwila Furniture Gallery			425-656-6850			FURNITURE_GALLERY,MATTRESS
USA 			WA			Tukwila			98188			17855 Southcenter Parkway,,			Macy's Tukwila Furniture Clearance Center			206-575-2164			FURNITURE_GALLERY,MATTRESS
USA 			WA			Lynnwood			98036			2909 Alderwood Mall Blvd.,,			Macy's Lynnwood Furniture Gallery			425-712-6850			FURNITURE_GALLERY,MATTRESS
USA 			WA			Lynnwood			98037			18700 Alderwood Mall Blvd.,,			Macy's Alderwood Mall			425-712-6000			BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			WA			Silverdale			98383			3102 NW Randall Way,,			Macy's Silverdale Furniture Gallery			360-613-6850			FURNITURE_GALLERY,MATTRESS,HAS_EVENTS
USA 			WA			Silverdale			98383			10315 Silverdale Way,,			Macy's Kitsap Mall			360-613-6000			BRIDAL,BOPS
USA 			WA			Federal Way			98003			1901 South SeaTac Mall,,			Macy's The Commons at Federal Way			253-529-6000			BRIDAL,MATTRESS,BOPS
USA 			WA			Everett			98204			1502 SE Everett Mall Way,,			Macy's Everett Mall			425-710-6000			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			WA			Tacoma			98409			4502 South Steele #700,,			Macy's Tacoma Mall			253-471-6800			BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			CO			Denver			80206			2500 E. 1st Ave,,			Macy's Cherry Creek Furniture Store			303-394-3333			FURNITURE_GALLERY,MATTRESS
USA 			CO			Denver			80209			15 South Steele Street,,			Macy's Cherry Creek Mall			303-390-2200			PERSONAL_SHOPPER,BRIDAL,BOPS,HAS_EVENTS
USA 			CO			Denver			80238			8298 Northfield Blvd,,			Macy's Northfield Stapleton			303-227-7222			BOPS
USA 			CO			Aurora			80012			14200 E. Alameda Avenue,,			Macy's Town Center at Aurora			303-214-1860			FURNITURE_GALLERY,MATTRESS,BOPS
USA 			CO			Centennial			80122			6801 S. University Blvd.,,			Macy's Southglenn Shopping Center			303-729-1123			BOPS
USA 			CO			Centennial			80122			6797 South Vine Street,,			Macy's Southglenn Furniture			303-703-3333			FURNITURE_GALLERY,MATTRESS
USA 			CO			Littleton			80123			8501 W. Bowles Avenue,,			Macy's Southwest Plaza			303-729-2862			BOPS
USA 			CO			Littleton			80124			8455 Park Meadows Center Drive,,			Macy's Park Meadows			303-566-6370			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			CO			Westminster			80023			14535 Delaware Street,,			Macy's Orchard Town Center			303.457.7333			BOPS
USA 			CO			Broomfield			80021			11 West FlatIron Circle,,			Macy's Flatiron Crossing			303-222-4000			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			CO			Boulder			80301			1900 29th Street,,			Macy's Twenty Ninth Street Mall			303-218-5955			BRIDAL,BOPS
USA 			CO			Loveland			80538			5995 Skypond Drive,,			Macy's The Promenade Shops at Centerra			970-612-1401			BRIDAL
USA 			CO			Colorado Springs			80920			1750 Briargate Blvd.,,			Macy's Chapel Hills Mall			719-593-3333			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			CO			Fort Collins			80525			225 East Foothills Pkwy.,,			Macy's Foothills Mall			970-226-5300			BOPS
USA 			WA			E. Wenatchee			98802			445 Valley Mall Pkwy,,			Macy's Wenatchee Valley Mall			509-881-6000			BRIDAL,BOPS
USA 			WA			Union Gap			98903			2525 Main Street,,			Macy's Valley Mall			509-577-6000			BRIDAL,FURNITURE_GALLERY,BOPS
USA 			WA			Richland			99352			1310 Tapteal Drive,,			Macy's Columbia Furniture Gallery			509-737-6850			FURNITURE_GALLERY,MATTRESS
USA 			WA			Kennewick			99336			400 Columbia Center,,			Macy's Columbia Center			509-734-6000			BRIDAL,BOPS
USA 			WA			Puyallup			98373			3500 S. Meridian,,			Macy's South Hill Mall			253-840-7000			BRIDAL,BOPS,HAS_EVENTS
USA 			TN			Goodlettsville			37072			1000 Rivergate Parkway,,			Macy's Rivergate			615-859-5251			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			KY			Bowling Green			42104			2625 Scottsville Road,,			Macy's Greenwood Mall			270-783-8850			BRIDAL,BOPS
USA 			KY			Owensboro			42301			5000 Frederica Street,,			Macy's Towne Square Mall			270-685-4411			BOPS
USA 			IN			Evansville			47715			800 N. Greenriver Road,,			Macy's Evansville			812-473-9244			BRIDAL,MATTRESS,BOPS
USA 			KY			Louisville			40219			4809 Outer Loop,,			Macy's Jefferson Mall			502-966-1800			BRIDAL,MATTRESS,BOPS
USA 			KY			Louisville			40222			7900 Shelbyville Road,,			Macy's Oxmoor Center Mall			502-423-3000			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			KY			Lexington			40503			3301 Nicholasville Road,,			Macy's Fayette Mall			859-271-7200			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			AL			Birmingham			35243			614 Brookwood Village,,			Macy's Brookwood			205-868-2600			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MD			Baltimore			21244			6901 Security Blvd.,,			Macy's Security Square Mall			410-944-8040			BOPS
USA 			MD			Towson			21204			813 Dulaney Valley Road,,			Macy's Towson Town Center			410-337-3600			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			MD			Baltimore			21236			8200 Perry Hall Blvd.,,			Macy's White Marsh			410-931-2000			MATTRESS,BRIDAL,FURNITURE_GALLERY,BOPS,HAS_EVENTS
USA 			MD			Glen Burnie			21061-4367			7900 Ritchie Highway,,			Macy's Marley Station			410-766-2055			BOPS
USA 			MD			Bel Air			21014			696 Bel Air Rd,Harford Mall,			Macy's Bel Air			410-879-9801			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			MD			Owings Mills			21117-4214			10200 Mill Run Circle,Town Center Mall,			Macy's Owings Mills			410-363-7700			BOPS
USA 			MD			Columbia			21044			10300 Little Patuxent Pkwy.,Columbia Mall,			Macy's Columbia			410-997-3000			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MD			Annapolis			21401			1295 Annapolis Mall,,			Macy's Annapolis Mall			410-266-0800			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			MD			Bowie			20716			15300 Emerald Way,Bowie Towne Center,			Macy's Bowie Towne Center			301-860-1675			FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			MD			Hyattsville			20782			3500 East-West Hwy.,,			Macy's Prince Georges Plaza			301-559-8800			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			MD			Wheaton			20902			11160 Veirs Mill Road,Wheaton Mall,			Macy's Wheaton			240-880-4200			BOPS,HAS_EVENTS
USA 			MD			Gaithersburg			20877			701 Russell Avenue,,			Macy's Lakeforest Mall			301-948-3360			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MD			Bethesda			20817			7125 Democracy Blvd.,,			Macy's Montgomery Mall			301-469-6800			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			DC			Washington			20005			1201 G. Street,N.W.,			Macy's Downtown-Metro Center			202-628-6661			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MD			Marlow Heights			20748			4101 Branch Ave.,,			Macy's Marlow Heights			301-423-3300			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			OR			Portland			97204			621 South West 5th Avenue,,			Macy's Downtown Portland			503-223-0512			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			OR			Portland			97232			1100 Lloyd Center,,			Macy's Lloyd Center			503-281-4797			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			OR			Tigard			97223			9009 SW Hall Blvd.,,			Macy's Tigard Furniture Gallery			503-207-7800			FURNITURE_GALLERY,MATTRESS
USA 			OR			Tigard			97223			9300 S.W. Washington Square Road,,			Macy's Washington Square			503-620-3311			PERSONAL_SHOPPER,BRIDAL,BOPS,HAS_EVENTS
USA 			OR			Portland			97086			12100 S.E. 82nd Avenue,,			Macy's Clackamas Town Center			503-653-8811			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			OR			Hillsboro			97124			2055 NW Allie Ave,,			Macy's at The Streets of Tanasbourne			503-617-6999			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			WA			Vancouver			98662			8208 N.E. Vancouver Mall Drive,,			Macy's Westfield Vancouver Mall			360-256-4411			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			OR			Salem			97301			831 Lancaster Drive N.E.,,			Macy's Salem			503-361-6800			BOPS
USA 			OR			Salem			97301			400 High Street N.E.,,			Macy's Salem Center			(503) 363-2211			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			WA			Kelso			98626			331 Three Rivers Drive,,			Macy's Three Rivers Mall			360-414-6000			BOPS
USA 			OR			Eugene			97401			100 Valley River Center,,			Macy's Valley River Center			541-342-6611			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			WA			Olympia			98502			625 Black Lake Boulevard,#301,			Macy's Westfield Capital			360-534-7000			BRIDAL,BOPS,HAS_EVENTS
USA 			WA			Olympia			98502			2905 Harrison Avenue NW,,			Macy's Olympia Furniture Gallery			360-534-7850			FURNITURE_GALLERY,MATTRESS
USA 			WA			Tacoma			98408			1767 S 48th St,,			Macy's Tacoma Furniture Gallery			253-471-5400			FURNITURE_GALLERY,MATTRESS
USA 			OK			Oklahoma City			73118			1901 N.W. Expressway,,			Macy's Penn Square Mall			405-841-2800			BRIDAL,BOPS
USA 			OK			Oklahoma City			73134			2501 West Memorial,,			Macy's Quail Springs Mall			405-752-4900			BRIDAL,BOPS
USA 			OK			Tulsa			74135			4143 S. Yale Avenue,,			Macy's Promenade			918-610-7500			FURNITURE_GALLERY,MATTRESS,BOPS
USA 			OK			Tulsa			74133			8707 East 71st Street,,			Macy's Woodland Hills			918-250-2990			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			NV			Las Vegas			89109			3200 Las Vegas Blvd,,			Macy's Fashion Show			702-731-5111			PERSONAL_SHOPPER,BOPS,HAS_EVENTS
USA 			NV			Las Vegas			89109			3634 Maryland Pkwy.,,			Macy's The Boulevard			702-791-2100			BOPS,HAS_EVENTS
USA 			NV			Las Vegas			89102-8720			4450 W. Spring Mountain Road,,			Macy's Las Vegas Home			702-579-6333			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			NV			Las Vegas			89107-3102			4100 Meadows Lane,,			Macy's Meadows Mall			702-258-2100			BOPS
USA 			NV			Henderson			89014			1304 Sunset Road,,			Macy's Galleria Mall at Sunset			702-458-7300			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			CA			Victorville			92392			14580 Bear Valley Road,,			Macy's Victor Valley			760-493-3300			BOPS,HAS_EVENTS
USA 			CA			Palm Desert			92260			72810 Highway 111,,			Macy's Westfield Palm Desert Furniture Store			760-346-9300			FURNITURE_GALLERY
USA 			CA			Palm Desert			92260-3313			72780 Highway 111,,			Macy's Westfield Palm Desert			760-346-9300			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			CA			San Bernardino			92408-1951			400 Inland Center Drive,,			Macy's San Bernardino			909-888-1444			BRIDAL,BOPS,HAS_EVENTS
USA 			CA			Moreno Valley			92553			22400 Town Gate Circle,,			Macy's Moreno Valley Mall			951-656-1611			FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			CA			Rancho Cucamonga			91739-8801			7855 Kew Avenue,,			Macy's Victoria Gardens			(909) 646-3333			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			CA			Palmdale			93551			1123 Rancho Vista Blvd,,			Macy's Antelope Valley #414			661-456-3333			BOPS,HAS_EVENTS
USA 			NM			Albuquerque			87110-3400			6600 Menual,,			Macy's Coronado Center			505-889-2100			BRIDAL,BOPS
USA 			NM			Albuquerque			87114			10000 Coors Bypass NW,,			Macy's Cottonwood Mall			505-897-3600			BOPS
USA 			CA			Fresno			93710-8104			1732 E. Shaw Avenue,,			Macy's Fresno Furniture			559-222-6611			FURNITURE_GALLERY,MATTRESS
USA 			CA			Fresno			93726-0350			4888 N. Fresno Street,,			Macy's Fashion Fair Mall			559-228-3333			PERSONAL_SHOPPER,BRIDAL,BOPS,HAS_EVENTS
USA 			CA			Fresno			93720			7890 N. Blackstone Ave,,			Macy's Shops at River Park			559-451-3333			BRIDAL,BOPS,HAS_EVENTS
USA 			CA			Visalia			93277			2211 S. Mooney Blvd.,,			Macy's Visalia			559-622-1111			BOPS
USA 			CA			Modesto			95356-0502			500 Vintage Faire,,			Macy's Vintage Faire Mall			209-575-3333			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			CA			Bakersfield			93304-4147			2601 Ming Avenue,,			Macy's Valley Plaza Mall			661-832-5550			BRIDAL,BOPS
USA 			CA			Salinas			93901			200 Northridge Center,,			Macy's North Ridge Mall			831-443-1111			BOPS
USA 			CA			Tracy			95304			3400 Naglee Road,,			Macy's West Valley - Tracy			209-221-4500			BOPS
USA 			CA			Monterey			93940-6154			100 Del Monte Center,,			Macy's Del Monte Shopping Center			831-372-3333			PERSONAL_SHOPPER,BRIDAL,BOPS,HAS_EVENTS
